id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,elev_high,elev_low,average_speed,max_speed,average_heartrate,max_heartrate,start_latlng,moving_time_min,distance_mi,pace_mi,start_date_year
10742908786,Afternoon Run,2024-02-11 13:10:11,Run,6482.0,2121,2234,6.9,7.7,2.3,3.056,12.366,,,"[40.7525893393904, -74.00043589062989]",35.35,4.027726822,8.776662758485362,2024
10724696340,Evening Run,2024-02-08 19:07:33,Run,6902.0,2184,2341,4.4,8.3,2.3,3.16,10.963,,,"[40.752733927220106, -74.00049707852304]",36.4,4.2887026420000005,8.487415201867472,2024
10683349017,Afternoon Run,2024-02-02 16:34:49,Run,6670.6,2160,2226,15.6,7.3,-6.0,3.088,7.78,,,"[40.75258506461978, -74.00028367526829]",36.0,4.1449173926,8.685335940414998,2024
10640829554,Lunch Run,2024-01-27 10:21:34,Run,6589.8,2463,2466,4.1,10.6,2.5,2.676,4.538,,,"[40.75675204396248, -73.99832658469677]",41.05,4.0947106158,10.025128477114588,2024
10630435070,Evening Run,2024-01-25 19:19:09,Run,7848.5,2596,2719,4.1,6.6,2.3,3.023,15.303,,,"[40.752594619989395, -74.000478470698]",43.266666666666666,4.8768302935,8.871882772778438,2024
10585684454,Afternoon Run,2024-01-18 16:26:10,Run,5429.6,1851,1858,39.8,135.4,117.9,2.933,4.838,,,"[37.32370832003653, -122.07180208526552]",30.85,3.3737959816000003,9.144002828935019,2024
10573428245,Afternoon Run,2024-01-16 16:58:31,Run,5440.0,2400,2408,39.5,135.2,117.9,2.267,3.07,,,"[37.32369650155306, -122.07181918434799]",40.0,3.38025824,11.833415425680613,2024
10452093085,Afternoon Run,2023-12-28 12:50:30,Run,4866.5,1635,1770,4.4,6.8,2.3,2.976,8.396,,,"[40.75258950702846, -74.00049347430468]",27.25,3.0239019715,9.011535511676225,2023
10435680692,Afternoon Run,2023-12-25 13:40:08,Run,4976.7,1608,1654,4.1,6.8,2.3,3.095,8.286,,,"[40.75213017873466, -74.00048106908798]",26.8,3.0923770557,8.666472269479916,2023
9940087489,Evening Run,2023-09-28 18:27:01,Run,6478.6,2817,3046,8.5,7.1,2.4,2.3,5.014,,,"[40.75258690863848, -74.00063864886761]",46.95,4.0256141606,11.662816685094906,2023
9927064538,Evening Run,2023-09-26 17:49:43,Run,4972.0,1650,1902,8.4,6.8,2.3,3.013,5.402,,,"[40.75270526111126, -74.00044276379049]",27.5,3.089456612,8.901241691883646,2023
8578809215,Evening Run,2023-02-17 17:37:31,Run,5246.5,1691,1704,40.2,135.5,118.0,3.103,5.004,,,"[37.323921639472246, -122.07171130925417]",28.183333333333334,3.2600229515,8.64513340937236,2023
8382303781,Afternoon Run,2023-01-12 16:34:19,Run,6608.0,2241,2424,5.2,4.9,1.8,2.949,4.634,,,"[40.75444425456226, -74.00719438679516]",37.35,4.106019568,9.096400877162115,2023
8339178566,Afternoon Run,2023-01-04 16:46:44,Run,6647.7,2125,2256,9.7,7.6,2.2,3.128,8.796,,,"[40.7524664606899, -74.00033455342054]",35.416666666666664,4.1306879967,8.57403577683935,2023
8313504490,Afternoon Run,2022-12-30 17:17:50,Run,6544.7,2187,2366,9.6,8.7,2.2,2.993,6.302,,,"[40.7526392955333, -74.00029113516212]",36.45,4.0666867837,8.963070415478775,2022
8167166633,Lunch Run,2022-11-25 11:07:40,Run,9443.4,3338,3715,81.0,134.7,92.9,2.829,5.452,,,"[35.76818718574941, -78.85008445009589]",55.63333333333333,5.867854901399999,9.481034256668462,2022
8162315154,A little suburban nature,2022-11-24 09:27:50,Run,6583.3,2078,2155,31.4,114.8,92.9,3.168,5.31,,,"[35.76800839975476, -78.85009400546551]",34.63333333333333,4.0906717043,8.466417213810567,2022
8123693688,Afternoon Run,2022-11-15 16:41:38,Run,8337.1,2467,2562,11.0,9.0,1.8,3.379,6.88,,,"[40.75255027972162, -74.00060352869332]",41.11666666666667,5.1804321641,7.936918265545881,2022
8089460940,Afternoon Run,2022-11-08 16:55:19,Run,8935.4,2732,2935,11.0,9.0,1.8,3.271,6.07,,,"[40.75258992612362, -74.00051292032003]",45.53333333333333,5.5521984334,8.200955689807737,2022
8033854189,Afternoon Run,2022-10-28 16:46:04,Run,8913.7,2814,3103,10.5,8.6,1.8,3.168,6.776,,,"[40.75260962359607, -74.00044108740985]",46.9,5.5387146827,8.467668527229009,2022
8019505061,Evening Run,2022-10-25 18:02:43,Run,8185.1,2692,2832,11.0,9.2,1.8,3.041,6.01,,,"[40.7525219488889, -74.00038844905794]",44.86666666666667,5.0859837721000005,8.821629929845654,2022
7998575995,Afternoon Run,2022-10-21 16:30:13,Run,6684.9,2132,2190,10.1,7.6,1.8,3.135,7.018,,,"[40.752645498141646, -74.00034645572305]",35.53333333333333,4.1538029979,8.554409862792625,2022
7949142672,Evening Run,2022-10-11 18:44:49,Run,6641.6,2171,2384,10.8,9.1,2.0,3.059,10.338,,,"[40.75231248512864, -74.00043128058314]",36.18333333333333,4.1268976336000005,8.767683753224008,2022
7722789764,Evening Run,2022-08-29 19:43:18,Run,8129.6,2743,3064,42.7,32.3,2.6,2.964,10.152,,,"[40.75257450342178, -74.00036665610969]",45.71666666666667,5.0514976816,9.050121280504374,2022
7390824659,Evening Run,2022-06-29 19:38:46,Run,6332.7,1979,1994,52.3,135.8,117.7,3.2,5.8,,,"[37.32396338135004, -122.07191063091159]",32.983333333333334,3.9349561317,8.382134953835866,2022
7379696193,Evening Run,2022-06-27 19:20:35,Run,5418.3,1722,1820,39.9,135.4,117.7,3.147,4.494,,,"[37.323866821825504, -122.07183469086885]",28.7,3.3667744893,8.524479465794911,2022
7318398709,Morning Run,2022-06-16 08:49:23,Run,6467.4,2022,2164,9.4,7.6,2.4,3.198,7.574,,,"[40.75268380343914, -74.00071366690099]",33.7,4.0186548054,8.38589071017401,2022
7309917060,Evening Run,2022-06-14 17:30:22,Run,6657.7,2045,2343,5.6,9.0,2.4,3.256,6.754,,,"[40.752565283328295, -74.00064116343856]",34.083333333333336,4.1369017067,8.238855005458072,2022
7266970472,Evening Run,2022-06-06 18:14:58,Run,6613.0,2018,2071,9.4,7.6,2.2,3.277,7.54,,,"[40.75266033411026, -74.0008305106312]",33.63333333333333,4.109126423,8.18503250352133,2022
7254415934,Lunch Run,2022-06-04 11:26:58,Run,6623.8,2033,2138,9.5,7.6,2.3,3.258,6.608,,,"[40.752472914755344, -74.00026196613908]",33.88333333333333,4.1158372298,8.232427922077914,2022
7250694959,Evening Run,2022-06-03 20:08:44,Run,6867.4,2107,2271,8.4,8.9,1.7,3.259,7.27,,,"[40.752685479819775, -74.00068148039281]",35.11666666666667,4.2672032053999995,8.229433888273173,2022
7197758825,Evening Run,2022-05-24 18:37:21,Run,8265.8,2329,2404,12.4,9.7,1.8,3.549,7.736,,,"[40.75262127444148, -74.0006854198873]",38.81666666666667,5.1361284118,7.557573244759089,2022
7164637426,Afternoon Run,2022-05-18 13:20:58,Run,8201.0,2622,2718,10.4,8.0,1.8,3.128,8.328,,,"[40.7527220249176, -74.00072305463254]",43.7,5.095863571,8.575582801841852,2022
7116521251,Evening Run,2022-05-09 20:40:51,Run,8902.8,2585,2726,12.2,9.8,1.8,3.444,9.966,,,"[40.75246377848089, -74.0006425883621]",43.083333333333336,5.5319417388,7.788103231665462,2022
7092150869,Morning Run,2022-05-05 09:16:19,Run,6942.3,2152,2285,12.5,8.7,1.7,3.226,13.295,,,"[40.752578945830464, -74.00025417096913]",35.86666666666667,4.3137438933,8.314509983398386,2022
7084063251,Evening Run,2022-05-03 18:59:00,Run,6575.7,1899,1980,12.2,9.7,1.7,3.463,15.208,,,"[40.7521141692996, -73.99886487051845]",31.65,4.0859492847,7.746057964672906,2022
7030698382,Afternoon Run,2022-04-23 17:50:24,Run,4853.1,1573,1607,41.4,136.5,117.6,3.085,6.056,,,"[37.323863971978426, -122.07139145582914]",26.216666666666665,3.0155756001000005,8.693752086930695,2022
7025462617,Evening Run,2022-04-22 19:21:53,Run,6457.8,2085,2165,52.1,135.8,117.8,3.097,7.784,,,"[37.32391267083585, -122.07155699841678]",34.75,4.0126896438,8.660026836038059,2022
7015664115,Evening Run,2022-04-20 20:09:13,Run,6451.7,2073,2085,52.6,135.9,117.8,3.112,5.858,,,"[37.323913341388106, -122.07154559902847]",34.55,4.0088992807,8.618325774941189,2022
6977934144,Afternoon Run,2022-04-13 16:13:19,Run,6453.4,2000,2011,52.8,135.8,117.7,3.227,5.148,,,"[37.32400193810463, -122.0714008435607]",33.333333333333336,4.0099556114,8.312643970065205,2022
6967478768,Afternoon Run,2022-04-11 16:38:19,Run,6496.4,2051,2061,52.6,135.9,117.6,3.167,5.927,,,"[37.323834635317326, -122.07175766117871]",34.18333333333333,4.0366745644,8.46819152447932,2022
6961736495,Lunch Run,2022-04-10 11:10:56,Run,6530.9,2032,2092,52.8,135.9,117.8,3.214,8.75,,,"[37.32387629337609, -122.07164349965751]",33.86666666666667,4.0581118639,8.345424621715457,2022
6957074010,Evening Run,2022-04-09 18:32:09,Run,6497.5,2091,2100,52.7,135.9,117.9,3.107,8.148,,,"[37.3238377366215, -122.07134242169559]",34.85,4.0373580725,8.631882378077082,2022
6932570901,Afternoon Run,2022-04-04 17:57:09,Run,6923.6,2404,2502,25.0,142.1,131.6,2.88,5.65,,,"[30.26142742484808, -97.74781856685877]",40.06666666666667,4.3021242556,9.313228602012735,2022
6249164677,Afternoon Run,2021-11-12 17:08:46,Run,8350.3,2574,2910,6.9,9.0,1.9,3.244,8.387,,,"[40.74317914433777, -73.99743055924773]",42.9,5.1886342613,8.268071681207976,2021
6114160220,Evening Run,2021-10-14 18:23:26,Run,8035.9,2488,2778,6.9,9.0,1.9,3.23,12.1,,,"[40.743038, -73.997514]",41.46666666666667,4.9932752189,8.304502525659224,2021
5961758907,Evening Run,2021-09-14 19:16:59,Run,8346.0,2684,2856,6.8,9.0,1.9,3.11,9.7,,,"[40.743138, -73.997432]",44.733333333333334,5.185962366,8.625849972728732,2021
5943748606,Lunch Run,2021-09-11 12:29:01,Run,6770.4,2185,2247,6.9,9.0,1.9,3.099,7.2,,,"[40.74311, -73.997442]",36.416666666666664,4.2069302184,8.656351490545243,2021
5923936724,Evening Run,2021-09-07 19:21:45,Run,6692.6,2192,2397,6.9,9.0,1.9,3.053,9.2,,,"[40.743154, -73.997442]",36.53333333333333,4.1585875546,8.78503406593476,2021
5712358062,Afternoon Run,2021-07-30 14:34:35,Run,6748.5,2196,2374,6.7,8.8,1.9,3.073,7.0,,,"[40.743251, -73.997422]",36.6,4.1933221935,8.728163091482228,2021
5708336429,Afternoon Run,2021-07-29 17:37:19,Run,6850.6,2092,2351,6.6,8.8,1.9,3.275,9.7,,,"[40.743173, -73.99746]",34.86666666666667,4.2567641726000005,8.19088520127493,2021
5335664333,Afternoon Run,2021-05-21 16:27:05,Run,8345.5,2647,2803,6.7,8.8,1.7,3.153,7.4,,,"[40.743198, -73.997431]",44.11666666666667,5.1856516805,8.507448896454406,2021
5326412397,Evening Run,2021-05-19 19:58:26,Run,8283.1,2636,2745,6.6,8.8,1.9,3.142,7.4,,,"[40.743183, -73.99743]",43.93333333333333,5.1468781301,8.53591871087877,2021
5281339778,Afternoon Run,2021-05-11 17:50:16,Run,8302.3,2578,2926,6.7,8.8,1.8,3.22,7.1,,,"[40.743272, -73.997383]",42.96666666666667,5.1588084533,8.328796669932888,2021
5220515289,Evening Run,2021-04-30 19:22:42,Run,8328.4,2546,2895,6.6,8.8,1.3,3.271,6.6,,,"[40.74318, -73.997424]",42.43333333333333,5.1750262364,8.199636367998787,2021
5098724553,Evening Run,2021-04-09 18:13:22,Run,8382.2,2542,2729,6.6,8.8,1.9,3.297,7.3,,,"[40.743233, -73.997437]",42.36666666666667,5.2084559962000005,8.134208429057797,2021
5082124976,Evening Run,2021-04-06 18:51:20,Run,8346.3,2743,3052,6.7,8.8,1.9,3.043,7.7,,,"[40.743196, -73.997453]",45.71666666666667,5.1861487773,8.81514754585725,2021
4920967217,60+ degrees? Yes please,2021-03-09 17:26:00,Run,8324.8,2442,2845,6.6,8.8,1.9,3.409,9.5,,,"[40.743211, -73.997456]",40.7,5.1727893008,7.868095457455715,2021
4309832430,Morning Run,2020-11-08 10:35:06,Run,6492.6,1998,2106,52.4,135.7,117.8,3.25,6.4,,,"[37.323888, -122.071769]",33.3,4.0343133546,8.254192739399063,2020
4295003371,Afternoon Run,2020-11-05 16:47:35,Run,5415.3,1722,1794,40.3,135.9,118.1,3.145,5.7,,,"[37.323752, -122.071763]",28.7,3.3649103763,8.529201907468943,2020
4048912251,Morning Run,2020-09-12 10:14:54,Run,5858.0,1787,2042,7.4,5.7,1.1,3.278,8.9,,,"[40.723827, -74.049955]",29.783333333333335,3.639991318,8.182253948258822,2020
3924134580,Evening Run,2020-08-16 19:56:18,Run,6762.5,2077,2257,6.1,8.1,1.6,3.256,7.9,,,"[40.74318, -73.997471]",34.61666666666667,4.2020213875,8.238098637394588,2020
3918946508,Evening Run,2020-08-15 19:52:08,Run,6758.2,2095,2192,6.1,8.0,1.6,3.226,8.5,,,"[40.743158, -73.997466]",34.916666666666664,4.1993494922,8.314779879960444,2020
3880130143,Evening Run,2020-08-07 18:53:06,Run,5026.3,1955,3594,7.3,9.1,1.6,2.571,6.1,,,"[40.743088, -73.997424]",32.583333333333336,3.1231970573,10.43268571772464,2020
3865853039,Evening Run,2020-08-04 19:54:34,Run,6808.8,2107,3090,6.9,8.1,-2.6,3.232,10.2,,,"[40.743156, -73.99736]",35.11666666666667,4.2307908648,8.30026058693561,2020
3860845408,Evening Run,2020-08-03 20:26:56,Run,6463.0,2009,2252,6.5,8.5,1.6,3.217,7.7,,,"[40.743137, -73.997447]",33.483333333333334,4.015920773,8.337647883506524,2020
3773362144,Evening Run,2020-07-16 19:17:07,Run,9016.7,2649,2918,5.9,7.8,1.6,3.404,11.4,,,"[40.74364, -74.003476]",44.15,5.6027158957,7.880106866365374,2020
3763837344,Evening Run,2020-07-14 20:10:39,Run,7757.4,2299,2450,6.1,8.1,1.6,3.374,11.1,,,"[40.743151, -73.997389]",38.31666666666667,4.8202233954,7.949147482092375,2020
3700692217,Evening Run,2020-07-01 20:45:21,Run,9818.9,2820,2992,6.1,8.1,1.6,3.482,9.5,,,"[40.743148, -73.997537]",47.0,6.1011797118999995,7.703428225254406,2020
3695739683,Evening Run,2020-06-30 20:41:22,Run,9779.8,2886,2998,6.1,8.0,1.6,3.389,10.0,,,"[40.743162, -73.997479]",48.1,6.0768841058,7.915240633615443,2020
3671720376,Evening Run,2020-06-25 19:12:25,Run,12418.5,4003,4666,73.1,44.7,1.6,3.102,14.2,,,"[40.724929, -73.995453]",66.71666666666667,7.7164957635,8.645979821857082,2020
3667031102,Evening Run,2020-06-24 20:30:15,Run,11402.1,3484,3675,6.0,8.1,1.6,3.273,13.2,,,"[40.743163, -73.997355]",58.06666666666667,7.0849342791000005,8.195794679134679,2020
3661886731,Evening Run,2020-06-23 20:26:49,Run,11395.9,3604,3686,5.9,8.1,1.6,3.162,13.5,,,"[40.743158, -73.997339]",60.06666666666667,7.0810817789,8.482696365073988,2020
3636156022,Afternoon Run,2020-06-18 17:57:32,Run,14538.2,4710,5396,67.8,28.2,-272.9,3.087,14.6,,,"[40.743255, -73.997357]",78.5,9.0336158722,8.68976510741125,2020
3631683247,Evening Run,2020-06-17 19:50:03,Run,11302.9,3418,3607,6.3,8.2,1.6,3.307,10.0,,,"[40.74306, -73.997433]",56.96666666666667,7.0232942759,8.111103483467048,2020
3626658550,Evening Run,2020-06-16 20:05:05,Run,11313.5,3344,3406,5.8,8.0,1.6,3.383,9.8,,,"[40.743251, -73.99749]",55.733333333333334,7.0298808085,7.928062345800345,2020
3621290610,Evening Run,2020-06-15 19:48:10,Run,9840.3,2846,3064,6.0,8.1,1.6,3.458,13.1,,,"[40.743179, -73.997384]",47.43333333333333,6.1144770513,7.757545401736118,2020
3604963359,Evening Run,2020-06-12 18:35:39,Run,7194.6,2613,2740,3.0,8.1,1.6,2.753,7.1,,,"[40.743045, -73.997399]",43.55,4.4705157966,9.741605215470093,2020
3600799350,Evening Run,2020-06-11 20:34:48,Run,11803.1,3473,4219,15.0,12.4,1.2,3.399,10.7,,,"[40.743183, -73.997499]",57.88333333333333,7.3341040501000005,7.892352349779397,2020
3595776717,Evening Run,2020-06-10 20:25:57,Run,11370.3,3346,3686,5.9,8.1,1.6,3.398,10.6,,,"[40.743073, -73.997482]",55.766666666666666,7.065174681299999,7.893175920231535,2020
3590957377,Evening Run,2020-06-09 20:33:30,Run,11341.1,3398,3507,6.0,8.0,1.6,3.338,10.5,,,"[40.743309, -73.997442]",56.63333333333333,7.047030648100001,8.036481769609253,2020
3585604651,Evening Run,2020-06-08 20:31:51,Run,11429.5,3410,3560,5.9,8.0,1.2,3.352,12.5,,,"[40.743297, -73.997607]",56.833333333333336,7.1019598445000005,8.002485874000964,2020
3569518202,Afternoon Run,2020-06-05 17:51:43,Run,15384.1,4662,5059,6.1,8.1,1.6,3.3,11.3,,,"[40.743139, -73.997433]",77.7,9.5592336011,8.12826668354029,2020
3560627572,Evening Run,2020-06-03 18:36:08,Run,9718.3,2889,3597,6.4,8.2,1.4,3.364,8.3,,,"[40.743312, -73.997391]",48.15,6.0386697893,7.973610361228499,2020
3555458822,Evening Run,2020-06-02 18:49:57,Run,9739.6,2793,2919,6.4,8.2,1.4,3.487,10.3,,,"[40.743176, -73.997421]",46.55,6.051904991600001,7.691792925469096,2020
3544808764,Evening Run,2020-05-31 19:32:05,Run,10398.2,3696,3932,95.0,26.9,1.4,2.813,8.8,,,"[40.726845, -74.053444]",61.6,6.461139932200001,9.53392135852185,2020
3533131839,Evening Run,2020-05-29 19:21:04,Run,9990.6,3560,4087,83.2,28.2,1.1,2.806,8.1,,,"[40.731448, -74.059284]",59.333333333333336,6.2078691126,9.55776165011365,2020
3523266810,Evening Run,2020-05-27 20:19:55,Run,11362.9,3163,3324,6.3,8.2,0.6,3.592,9.2,,,"[40.743192, -73.997414]",52.71666666666667,7.0605765359,7.466340234203971,2020
3517691807,Evening Run,2020-05-26 20:20:43,Run,9720.6,2934,2969,6.2,8.2,1.6,3.313,8.8,,,"[40.743133, -73.997445]",48.9,6.0400989426,8.095893869405833,2020
3512257904,slowly learning to evenly pace,2020-05-25 20:25:32,Run,11353.4,3225,3236,6.7,8.8,1.6,3.52,9.9,,,"[40.743175, -73.997424]",53.75,7.0546735114,7.619062726736069,2020
3495324768,Afternoon Run,2020-05-22 16:11:44,Run,11283.7,3328,3509,6.1,8.0,1.6,3.391,10.1,,,"[40.743144, -73.997472]",55.46666666666667,7.011363952700001,7.9109666879162726,2020
3485556780,Evening Run,2020-05-20 20:16:56,Run,11338.4,3368,3430,6.7,8.9,1.6,3.367,11.7,,,"[40.743247, -73.997412]",56.13333333333333,7.0453529463999995,7.967426722321424,2020
3480117762,Evening Run,2020-05-19 20:09:19,Run,11283.1,3249,3292,5.9,8.1,1.6,3.473,16.0,,,"[40.743188, -73.997414]",54.15,7.010991130100001,7.723587007195035,2020
